org_name,org_website,org_type,source_link,source_type,access_status,opportunity_types_offered,geographic_focus,mediums_supported,estimated_opp_count,priority,notes,date_extracted
In Cahoots Residency,https://incahootsresidency.com/?fbclid=PAZXh0bgNhZW0CMTEAAacZIrd8rQA-LnQDQ0mY7K3T3kaNnu_3IXN7lGrVv9uiHu9UTOGs1RfTy5ExNA_aem_XgmwBpUoN82z9vd16rYIDQ,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Printmaking, Literature",unknown,,listing_url=https://resartis.org/listings/in-cahoots-residency-2/,2026-01-19 00:00:00
Incheon Art Platform,http://www.inartplatform.kr,Residency program,https://resartis.org/listings/,A,open,residencies,South-Korea,"Visual Art, Performing Arts",unknown,,listing_url=https://resartis.org/listings/incheon-art-platform/,2026-01-19 00:00:00
Institut für Alles Mögliche,http://www.i-a-m.tk,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/institut-fo_r-alles-mo_gliche/,2026-01-19 00:00:00
“IN” Art space,http://www.sabaimani.com,Residency program,https://resartis.org/listings/,A,open,residencies,Oman,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, New Media, Animations, Film-making, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/in-art-space-2/,2026-01-19 00:00:00
Interface,http://www.interfaceinagh.com,Residency program,https://resartis.org/listings/,A,open,residencies,Ireland,"Visual Art, Dance, Music, Literature",unknown,,listing_url=https://resartis.org/listings/interface/,2026-01-19 00:00:00
CasaBlanca Art Residency Program / Idartes,https://galeriasantafe.gov.co/sobre-el-programa-de-residencias-en-artes-plasticas/,Residency program,https://resartis.org/listings/,A,open,residencies,Colombia,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Music, Literature, New Media, Film-making, Circus",unknown,,listing_url=https://resartis.org/listings/instituto-distrital-de-las-artes/,2026-01-19 00:00:00
NEST Art Residency,https://www.ica.am/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Armenia,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, Textile Art, Literature, New Media, Animations, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/institute-for-contemporary-art-foundation/,2026-01-19 00:00:00
International Writers’ and Translators’ House,http://www.ventspilshouse.lv,Residency program,https://resartis.org/listings/,A,open,residencies,Latvia,Literature,unknown,,listing_url=https://resartis.org/listings/international-writersea-and-translatorsea-house/,2026-01-19 00:00:00
"International Writers’ and Artists’ Residency-Val-David, Quebec, Canada",http://www.flaviacosma.com/Val_David.html,Residency program,https://resartis.org/listings/,A,open,residencies,Canada,"Visual Art, Sculpture, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/international-writersea-and-artistsea-residency-val-david-quebec-canada/,2026-01-19 00:00:00
Ionion Center for the Arts and Culture,http://www.ionionartscenter.gr,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/ionion-center-for-the-arts-and-culture/,2026-01-19 00:00:00
Iowa Lakeside Lab Artist-in-Residence Program,http://lakesidelabair.org/,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, New Media, Other",unknown,,listing_url=https://resartis.org/listings/iowa-lakeside-lab-biological-field-research-station/,2026-01-19 00:00:00
Internationale Gesellschaft der Bildenden Künste/IGBK,https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,Not specified,unknown,,listing_url=https://resartis.org/listings/internationale-gesellschaft-der-bildenden-kunste-igbk/,2026-01-19 00:00:00
Itinera Arte Artist Residency Program – Rio de Janeiro,https://www.instagram.com/itinera_arte/,Residency program,https://resartis.org/listings/,A,open,residencies,Brazil,"Visual Art, Sculpture, Performing Arts, New Media, Photography, Other",unknown,,listing_url=https://resartis.org/listings/itinera-arte/,2026-01-19 00:00:00
Isla de Crear,https://isladecrear.eu,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/isla-de-crear/,2026-01-19 00:00:00
IZOLYATSIA,http://izolyatsia.org/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Ukraine,"Visual Art, Sculpture, Performing Arts, Textile Art",unknown,,listing_url=https://resartis.org/listings/izolyatsia/,2026-01-19 00:00:00
Jan van Eyck Academie,http://www.janvaneyck.nl,Residency program,https://resartis.org/listings/,A,open,residencies,Netherlands,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art",unknown,,listing_url=https://resartis.org/listings/jan-van-eyck-academie/,2026-01-19 00:00:00
Writers on the Reef,https://www.jcu.edu.au/RCALC,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,Literature,unknown,,listing_url=https://resartis.org/listings/jcu-roderick-centre-for-australian-literature-and-creative-writing/,2026-01-19 00:00:00
Coaching Residency,http://www.irisartcentre.com,Residency program,https://resartis.org/listings/,A,open,residencies,Greece,"Visual Art, Ceramics, Education Programmes",unknown,,listing_url=https://resartis.org/listings/iris-art-centre/,2026-01-19 00:00:00
LuppArt,https://artresidency.luppart.hu/,Residency program,https://resartis.org/listings/,A,open,residencies,Hungary,"Visual Art, Sculpture, Photography, Other",unknown,,listing_url=https://resartis.org/listings/jo-termeszet-alapitvany/,2026-01-19 00:00:00
Joya: AiR,http://www.joya-air.org,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial",unknown,,listing_url=https://resartis.org/listings/joya-air/,2026-01-19 00:00:00
Joshibi University Art and Design (Teiko Hinuma),https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/joshibi-university-art-and-design/,2026-01-19 00:00:00
"Kala Khoj, Prarthana-Community",https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,India,Not specified,unknown,,listing_url=https://resartis.org/listings/kala-khoj-prarthana-community/,2026-01-19 00:00:00
Juniper Clay Shop,https://www.juniperclayshop.com,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,"Sculpture, Ceramics",unknown,,listing_url=https://resartis.org/listings/juniper-clay-shop/,2026-01-19 00:00:00
KAAYSA ART + DANCE RESIDENCY – BRAZIL,http://www.Kaaysa.com,Residency program,https://resartis.org/listings/,A,open,residencies,Brazil,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/kaaysa-art-residency/,2026-01-19 00:00:00
Košice Artist in Residence,http://www.kair.sk,Residency program,https://resartis.org/listings/,A,open,residencies,Slovakia,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, New Media, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/k-a-i-r-koe_ice-artist-in-residence/,2026-01-19 00:00:00
Kakslauttanen Arctic Resort Residency,http://www.kakslauttanen.fi/,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Performing Arts, Textile Art, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/kakslauttanen-arctic-resort-residency/,2026-01-19 00:00:00
Nest. Maternar en Residencia / Resistencia,https://www.karnekunst.com/open-call-nest-colombia-2026/,Residency program,https://resartis.org/listings/,A,open,residencies,Colombia,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, Film-making, Curatorial, Circus",unknown,,listing_url=https://resartis.org/listings/karne-kunst/,2026-01-19 00:00:00
"Artist Residency in beautiful Hainan, China",https://www.xiaohongshu.com/user/profile/5e055b82000000000100415e?xsec_token=ABTBjKNBJ5hi6pMpNMQzSP_gQ843dQP_lRIffqCEig9f0%3D&xsec_source=pc_search,Residency program,https://resartis.org/listings/,A,open,residencies,China,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Textile Art, Literature, New Media, Film-making, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/kb-art-studio/,2026-01-19 00:00:00
"Kala Yatra Artist Residency, Kathmandu",https://kalayatra.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Nepal,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Music, Literature, New Media, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/kala-yatra-artist-collective/,2026-01-19 00:00:00
Kintai Arts Residency,http://kintaiarts.lt,Residency program,https://resartis.org/listings/,A,open,residencies,Lithuania,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, Literature, New Media, Film-making, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/kintai-arts/,2026-01-19 00:00:00
Relais de Camont Creative Residency,https://relaisdecamont.com/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Printmaking, Textile Art, Literature, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/kitchen-at-camont/,2026-01-19 00:00:00
AIR Konstepidemin,https://konstepidemin.se/en/artist-in-residence-eng/,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Literature, New Media, Animations, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/konstepidemin-epidemic-of-art/,2026-01-19 00:00:00
Künstlerhaus Büchsenhausen,http://buchsenhausen.at,Residency program,https://resartis.org/listings/,A,open,residencies,Austria,"Visual Art, Curatorial",unknown,,listing_url=https://resartis.org/listings/ko_nstlerhaus-bo_chsenhausen/,2026-01-19 00:00:00
Kemijärvi Artists Residency sr,http://www.kemijarvi-artresidence.fi,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/kemijo_rvi-artists-residency/,2026-01-19 00:00:00
Artist Residency in the North of Berlin,http://www.khf-berlin.org,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/khf-berlin-kuenstlerhof-frohnau/,2026-01-19 00:00:00
Residencies for Glassmakers and Artists,http://kolodiumglass.cz/,Residency program,https://resartis.org/listings/,A,open,residencies,Czech-Republic,"Sculpture, Ceramics, Photography, Glass",unknown,,listing_url=https://resartis.org/listings/kolodiumglass-z-s/,2026-01-19 00:00:00
Konst i Halland/Hallands Konstmuseum,http://www.konstihalland.se,Residency program,https://resartis.org/listings/,A,open,residencies,Sweden,"Visual Art, Sculpture, Ceramics",unknown,,listing_url=https://resartis.org/listings/konst-i-halland-hallands-konstmuseum/,2026-01-19 00:00:00
KORDON,http://www.kordon.ee,Residency program,https://resartis.org/listings/,A,open,residencies,Estonia,"Visual Art, Performing Arts, Music, Literature, Film-making, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/kordon-residency/,2026-01-19 00:00:00
Keramikkünstlerhaus Neumünster | ceramic artist house Neumünster,http://www.keramikkuenstlerhaus.de,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Sculpture, Ceramics",unknown,,listing_url=https://resartis.org/listings/ko_nstlerhaus-stadtto_pferei-neumo_nster-e%c2%8dceramic-artist-exchange-tandem/,2026-01-19 00:00:00
Künstlerhäuser Worpswede,http://www.kh-worpswede.de,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Performing Arts, Music, Literature",unknown,,listing_url=https://resartis.org/listings/ko_nstlerho_user-worpswede/,2026-01-19 00:00:00
Kristinestad Artists’ Residency,http://kristinestadresidency.org,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Ceramics, Performing Arts, Textile Art, Music, Literature, Film-making, Architecture, Photography",unknown,,listing_url=https://resartis.org/listings/kristinestad-artistsea-residency/,2026-01-19 00:00:00
Kriti Gallery & Artist Residency,http://www.banaras.org.in,Residency program,https://resartis.org/listings/,A,open,residencies,India,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Music, Literature, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/kriti-gallery-artist-residency/,2026-01-19 00:00:00
KulttuuriKauppila Art Centre,https://www.kulttuurikauppila.fi/en/home/,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/kulttuurikauppila-art-centre/,2026-01-19 00:00:00
Pfaelzer Hof Artist Residencies,https://sharedhabitat.net/Collaborations,Residency program,https://resartis.org/listings/,A,open,residencies,United-Kingdom,"Visual Art, Sculpture, Textile Art, Music, Literature, New Media, Film-making, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/kuenstlerhaus-hotel-pfaelzer-hof/,2026-01-19 00:00:00
Kunst Asyl,http://www.narinezolyan.de,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Performing Arts, Textile Art, Literature, Film-making",unknown,,listing_url=https://resartis.org/listings/kunst-asyl-art-residence-in-quedlinburg-germany/,2026-01-19 00:00:00
Kulturfactory,http://www.kultursciok.com,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Dance, Theatre, Performing Arts, Music, Literature, Film-making, Curatorial, Education Programmes",unknown,,listing_url=https://resartis.org/listings/kulturscio_nek-kulturfactory-residential-program/,2026-01-19 00:00:00
KuBa Residency,http://www.kuba-kulturbahnhof.de/,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Dance, Printmaking, Performing Arts, Music, Literature, New Media, Photography",unknown,,listing_url=https://resartis.org/listings/kuba-kulturbahnhof-klein-warnow/,2026-01-19 00:00:00
Minimales Reisen,http://kunsthallebelow.de/studios,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Performing Arts, Literature, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/kunsthalle-below/,2026-01-19 00:00:00
Kuusamo ARK,https://www.kuusamo-ark.fi/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Education Programmes, Photography, Other",unknown,,listing_url=https://resartis.org/listings/kuusamo-ark-kuusamo-collage/,2026-01-19 00:00:00
Kyoto Art Center Artist-in-Residence Program,http://www.kac.or.jp,Residency program,https://resartis.org/listings/,A,open,residencies,Japan,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, Literature, New Media, Film-making, Architecture, Curatorial, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/kyoto-art-center/,2026-01-19 00:00:00
KH MESSEN,http://www.khmessen.no,Residency program,https://resartis.org/listings/,A,open,residencies,Norway,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/kunstnarhuset-messen/,2026-01-19 00:00:00
ART14 Residency,https://www.lastudio.org,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Music, Literature, New Media, Animations, Photography",unknown,,listing_url=https://resartis.org/listings/l-a-studio/,2026-01-19 00:00:00
Kunstraum,https://www.kunstraumllc.com,Residency program,https://resartis.org/listings/,A,open,residencies,United-States,"Visual Art, Sculpture, Dance, Performing Arts, Textile Art, Literature",unknown,,listing_url=https://resartis.org/listings/kunstraum/,2026-01-19 00:00:00
La Becque | Artist Residency,http://www.labecque.ch,Residency program,https://resartis.org/listings/,A,open,residencies,Switzerland,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, New Media, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/la-becque-artist-residency-rosidence-deaartistes/,2026-01-19 00:00:00
La Ceiba Gráfica,http://www.laceibagrafica.org,Residency program,https://resartis.org/listings/,A,open,residencies,Mexico,"Visual Art, Printmaking, Textile Art, Literature, Other",unknown,,listing_url=https://resartis.org/listings/la-ceiba-gr%d5%bdfica/,2026-01-19 00:00:00
‘La Casa Etruria Arist Residency’,https://www.lacasaetruria.com,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Theatre, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/la-casa-etruria-art-residency/,2026-01-19 00:00:00
La Casa Cuadrada A.I.R.,https://lacasacuadradaelcoronil.com/residencia-de-arte/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Theatre, Performing Arts, Music, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/la-casa-cuadrada-a-i-r/,2026-01-19 00:00:00
La Casa Móvil. Residencias Artísticas,http://www.lacasamovil.com,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Ceramics, Dance, Theatre, Textile Art, Music, Literature, Photography, Other",unknown,,listing_url=https://resartis.org/listings/la-casa-movil-casa-de-artistas/,2026-01-19 00:00:00
La Devignère,http://www.ladevignere.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Dance, Theatre, Performing Arts, Music, Literature, Photography, Circus",unknown,,listing_url=https://resartis.org/listings/la-devign%d5%bcre/,2026-01-19 00:00:00
Residencia Declara,http://linktr.ee/laescueladeclara,Residency program,https://resartis.org/listings/,A,open,residencies,Peru,"Visual Art, Sculpture, Ceramics, Dance, Performing Arts, Music, Film-making, Education Programmes, Photography",unknown,,listing_url=https://resartis.org/listings/la-escuela-declara/,2026-01-19 00:00:00
La Macina di San Cresci,http://www.chianticom.com,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, Animations, Film-making, Architecture, Curatorial",unknown,,listing_url=https://resartis.org/listings/la-macina-di-san-cresci/,2026-01-19 00:00:00
La Fontaine Artist in Residence,https://www.rainastinsonphotography.com/la/fontaine,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Ceramics, Textile Art, Music, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/la-fontaine-artist-in-residence/,2026-01-19 00:00:00
La Maison de Beaumont – Artist Residency in France,http://www.lamaisondebeaumont.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,Music,unknown,,listing_url=https://resartis.org/listings/la-maison-de-beaumont/,2026-01-19 00:00:00
La Muse,https://www.lamuseretreat.com/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Music, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/la-muse/,2026-01-19 00:00:00
La Napoule Art Foundation,http://www.LNAF.org,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/la-napoule-art-foundation/,2026-01-19 00:00:00
Print Studio & Gallery La Maldita Estampa,https://lamalditaestampa.eu/,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Printmaking, Performing Arts, Textile Art, Other",unknown,,listing_url=https://resartis.org/listings/la-maldita-estampa/,2026-01-19 00:00:00
La Porte Peinte Centre pour les Arts,http://www.laportepeinte.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/la-porte-peinte-centre-pour-les-arts/,2026-01-19 00:00:00
La Maison Verte,https://www.jardin-botanique.org/la-maison-verte,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Performing Arts, Music, Literature",unknown,,listing_url=https://resartis.org/listings/la-maison-verte/,2026-01-19 00:00:00
La Maison Kintsugi,http://www.lamaisonkintsugi.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Music, Literature, New Media, Photography",unknown,,listing_url=https://resartis.org/listings/la-maison-kintsugi/,2026-01-19 00:00:00
Artes del Tiempo,https://www.laboratoriodeleco.com/laboratorio/artist-residency,Residency program,https://resartis.org/listings/,A,open,residencies,Chile,"Dance, Theatre, Performing Arts, Music, Literature, New Media, Other",unknown,,listing_url=https://resartis.org/listings/laboratorio-del-eco/,2026-01-19 00:00:00
LaBabuch Creative Residency,http://www.lababuch.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Theatre, Printmaking, Performing Arts, Music, Literature, New Media, Film-making, Architecture, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/lababuch/,2026-01-19 00:00:00
La Tempera – Creative retreat in Burgundy,https://latempera.fr,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Theatre, Music, Literature, New Media, Animations, Film-making",unknown,,listing_url=https://resartis.org/listings/la-tempera/,2026-01-19 00:00:00
La Wayaka Current,http://lawayakacurrent.com,Residency program,https://resartis.org/listings/,A,open,residencies,Chile,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Performing Arts, Textile Art, Music, Literature",unknown,,listing_url=https://resartis.org/listings/la-wayaka-current/,2026-01-19 00:00:00
Læsø Artist in Residence,https://www.laesoeair.com/,Residency program,https://resartis.org/listings/,A,open,residencies,Denmark,"Visual Art, Sculpture, Performing Arts",unknown,,listing_url=https://resartis.org/listings/laeso-air/,2026-01-19 00:00:00
Lademoen Kunstnerverksteder,http://www.lkv.no/,Residency program,https://resartis.org/listings/,A,open,residencies,Norway,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/lademoen-kunstnerverksteder/,2026-01-19 00:00:00
L’AiR Arts International Arts Research Residency at Atelier 11 Cité Falguière in Paris,http://www.lairarts.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial",unknown,,listing_url=https://resartis.org/listings/lair-arts/,2026-01-19 00:00:00
Lancaster Press Fiji,http://www.lancasterpressfiji.com,Residency program,https://resartis.org/listings/,A,open,residencies,Fiji,"Visual Art, Sculpture, Printmaking, Textile Art, Literature, New Media, Education Programmes, Other",unknown,,listing_url=https://resartis.org/listings/lancaster-press-fiji/,2026-01-19 00:00:00
Landslide Residency Blue Mountains,https://www.instagram.com/landslide__/,Residency program,https://resartis.org/listings/,A,open,residencies,Australia,"Visual Art, Sculpture, Ceramics, Printmaking, Textile Art, Music, Literature, New Media, Film-making, Curatorial",unknown,,listing_url=https://resartis.org/listings/landslide/,2026-01-19 00:00:00
L´Appartamento Napoli,http://www.lappartamentonapoli.com,Residency program,https://resartis.org/listings/,A,open,residencies,Italy,Visual Art,unknown,,listing_url=https://resartis.org/listings/lappartamento-napoli/,2026-01-19 00:00:00
ILLAPSE . Barcelona,http://www.lapse.org.es,Residency program,https://resartis.org/listings/,A,open,residencies,Spain,"Visual Art, Textile Art, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/lapse/,2026-01-19 00:00:00
Leena Vuotovesi,https://wordpress.org/,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/leena-vuotovesi/,2026-01-19 00:00:00
LE HUIT,https://www.landryriba.com/mountain-songs-factory/le-huit-arts-residency/,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Textile Art, Music, Literature, New Media, Architecture, Photography",unknown,,listing_url=https://resartis.org/listings/le-huit-by-mountain-songs-factory/,2026-01-19 00:00:00
Le Marie-Terre,http://www.mariesoleilroy.com,Residency program,https://resartis.org/listings/,A,open,residencies,Afghanistan,Not specified,unknown,,listing_url=https://resartis.org/listings/le-marie-terre/,2026-01-19 00:00:00
Vindbyholtgård,https://leifhaslesfond.dk/,Residency program,https://resartis.org/listings/,A,open,residencies,Denmark,"Visual Art, Sculpture, Theatre, Textile Art, Literature, Animations, Curatorial, Photography",unknown,,listing_url=https://resartis.org/listings/leif-hasles-fond/,2026-01-19 00:00:00
Last Ship,https://www.lastship.in/,Residency program,https://resartis.org/listings/,A,open,residencies,India,"Visual Art, Sculpture, Performing Arts, New Media, Film-making, Photography, Other",unknown,,listing_url=https://resartis.org/listings/last-ship/,2026-01-19 00:00:00
BRAZZA Art Residency,https://brazzaresidency.fr,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Literature, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/les-rencontres-de-brazza/,2026-01-19 00:00:00
LIA,http://www.liap.eu,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Sculpture, Ceramics, Printmaking, Performing Arts, New Media, Film-making, Photography",unknown,,listing_url=https://resartis.org/listings/lia-leipzig-international-art-programme/,2026-01-19 00:00:00
Le Moulin de La Barde,http://www.lemoulindelabarde.com,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Textile Art, Literature, New Media, Photography, Other",unknown,,listing_url=https://resartis.org/listings/le-moulin-de-la-barde/,2026-01-19 00:00:00
ACEA – Ateliers de Création et d’Expression Artistique,https://www.acea-marnay.org/en,Residency program,https://resartis.org/listings/,A,open,residencies,France,"Visual Art, Sculpture, Ceramics, Dance, Theatre, Printmaking, Performing Arts, Textile Art, Music, Literature, Photography",unknown,,listing_url=https://resartis.org/listings/lexpressoir/,2026-01-19 00:00:00
Laura Liebeskind Residencies,http://www.liebeskindentertainment.com,Residency program,https://resartis.org/listings/,A,open,residencies,Germany,"Visual Art, Ceramics, Theatre, Music, Literature",unknown,,listing_url=https://resartis.org/listings/laura-liebeskind-residencies/,2026-01-19 00:00:00
Life on a Leaf Residency,https://lifeonaleaf.fi/en/,Residency program,https://resartis.org/listings/,A,open,residencies,Finland,"Visual Art, Sculpture, Dance, Theatre, Performing Arts, Music, Literature, New Media, Animations, Film-making, Architecture, Curatorial, Photography, Other",unknown,,listing_url=https://resartis.org/listings/life-on-a-leaf-association/,2026-01-19 00:00:00
FM[Ai]R,http://www.linzfmr.at,Residency program,https://resartis.org/listings/,A,open,residencies,Austria,"Visual Art, Sculpture, Printmaking, Performing Arts, New Media",unknown,,listing_url=https://resartis.org/listings/linz-fmr/,2026-01-19 00:00:00
Literárne rezidencie Košice / Košice Literary Residencies,https://www.lrk.sk/,Residency program,https://resartis.org/listings/,A,open,residencies,Slovakia,Literature,unknown,,listing_url=https://resartis.org/listings/literarne-rezidencie-kosice-kosice-literary-residencies/,2026-01-19 00:00:00
